Name,State,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,GrAppv,SBA_Appv
Tekwissen LLC,MI,17,84,1,8,84,2,100000,50000
Bahay Kubo Cuisine Inc,VA,96,3,2,3,3,1,10000,8500
E.L.S. Communications,MA,24,1,2,0,1,2,10000,5000
"Meedo Taekwondo, Inc.",CA,84,2,2,0,0,1,50000,25000
Cakeboxx Technologies LLC,VA,6,1,1,3,4,1,100000,75000
Leslie P. McClaflin dba: Lesli,MO,120,4,1,0,4,1,350000,262500
The Max Construction Group LLC,OH,12,12,1,8,12,1,100000,50000
"Mary Widner Agency, Inc.",FL,60,10,1,0,10,1,127000,63500
"C-Mobile, Inc.",CA,84,15,1,2,1,1,100000,50000
Gantmonds Company,CA,84,1,1,1,1,1,100000,50000
"The Spicy Olive II, LLC",OH,84,6,2,0,0,1,30000,15000
"Flavorus, Inc. dba: Groove Tic",CA,120,26,1,0,26,1,150000,127500
"Midwest Stairs & Iron, Inc.",WI,60,25,1,25,0,1,101500,50750
Novel Industries,CA,12,3,1,0,3,1,600000,540000
Everything Kayak LLC,MS,60,1,2,2,1,1,51200,43520
"Clean Joe, LLC",MA,60,3,2,3,3,1,50000,25000
"Premium Concrete, Inc.",IL,12,80,1,0,0,1,250000,187500
"Angel Printing, Inc.",CA,96,6,1,3,6,1,65000,55250
Rupublic of Cake (Oakley) LLC,CA,120,2,2,8,2,1,60000,51000
SSA Food Service Inc.,IN,92,40,1,20,5,1,175000,87500
"B-Pharm, Inc",MO,120,31,1,0,31,1,900000,675000
"Tees in Time, LLC",CO,300,3,1,0,3,1,395000,296250
Dynamic Perception LLC,TX,84,5,1,1,4,1,112000,56000
Brite Idea Marketing & Consult,MN,36,5,2,3,5,2,75000,37500
Emerald Equipment Escorts LLC,IL,84,1,1,0,0,1,25000,12500
TTG of Arizona LLC,AZ,120,10,1,0,10,1,100000,85000
CJ WIDE CORPORATION,CA,77,3,1,0,3,1,25000,12500
Rhema Scientific Inc.,NY,84,1,1,1,1,1,30000,15000
"ANJEN FINISHING, INC.",MA,84,15,1,0,2,1,50000,25000
Y M Enterprises,CA,84,2,1,1,2,1,100000,50000
Anodyne Healthcare PLLC,MI,84,2,1,5,2,1,150000,75000
"Kimre, Inc",FL,12,39,1,4,39,1,600000,540000
"ME EL PASO III, LLC",TX,100,2,2,25,2,1,165800,124350
Olympic Seafoods LLC,WA,72,1,2,2,3,1,10000,5000
"Trinity Pumpworks, LLC",MI,84,2,2,3,2,1,100000,50000
"ROCKFORD PROCESS CONTROL, INC.",IL,11,100,1,4,0,1,205000,153750
"JAMNDH, INC",GA,60,5,1,0,0,2,36000,18000
"Stacey B. Carlton, MD, PC",TN,84,15,1,2,3,2,100000,50000
O.T. Trucking LLC,TX,84,1,2,0,1,1,29000,14500
Ana Duffy CMA,CA,84,1,1,2,0,1,10000,5000
"Laurel Gardens Holdings, LLC",PA,24,38,2,15,38,1,350000,175000
"Precision Lending Management,",FL,6,4,2,6,4,2,25000,12500
Quick & Easy,CA,31,1,1,0,1,1,30000,15000
Leonard S. Johnson & Lori A. J,PA,60,1,1,0,0,2,34200,17100
Maranatha Transport,CA,84,1,1,0,1,1,17000,8500
"Nila, Inc.",CA,12,5,1,2,7,1,150000,135000
STATE OPTICAL SERVICE ALL DAY,TX,84,4,1,1,5,1,35000,17500
Trinity Tile Contracting LLC,HI,6,10,1,10,10,1,100000,50000
"OptoBiometrics Design, Inc.",CA,120,4,1,0,4,2,210000,157500
JLP PRINTING INC,NV,50,2,1,1,1,1,16000,13600
"JSMN International, Inc.",NJ,120,170,1,5,175,2,500000,375000
L P Herman Co,PA,7,12,1,0,12,1,150000,112500
"Motion Energy, LLC",TX,60,9,2,5,14,1,170200,127650
A.F.C. Inc.,MA,60,145,1,40,0,2,100000,50000
GAMA AUTOBODY & REPAIR,CA,84,3,1,0,3,1,25000,12500
"Happy Doggie Daycare, LLC",VA,78,1,2,7,1,1,85000,72250
Total Creative Solutions LLC,NV,96,2,1,3,3,1,15000,12750
"Uli's Famous Sausage, LLC",WA,84,7,1,10,7,1,200000,100000
A1 Limo,CA,60,1,2,2,2,1,14500,7250
"Pointwest Enterprises, Inc.",ID,84,14,1,0,0,1,25000,12500
US Freight LLC,OH,84,9,1,13,0,1,100000,50000
Boyan Bonev dba Boyan Bonev Tr,MI,60,0,1,0,0,1,37700,18850
Anytime Fitness of Jacksonvill,IL,72,6,1,0,0,1,50000,42500
"EPR-RAM, Inc.",TX,240,1,1,4,0,2,184000,184000
Philip Chanki Yun (EPC) to ass,CO,300,4,1,0,4,1,387000,290250
259 Bar and Grill,VA,66,0,2,15,0,2,97700,48850
National Pharmaceutical Group,CA,120,2,1,8,2,1,560200,420150
Chii Clothing Company,IL,84,35,1,5,0,1,100000,50000
"SituatioNormal, LLC",NJ,120,4,1,0,4,1,130000,110500
COMPASS COURIERS,OR,48,1,2,0,0,1,5100,4335
"Medullan, Inc.",MA,12,68,1,23,68,1,500000,375000
"Terragreen Recycling, LLC",MD,84,5,1,1,6,1,500000,375000
Charagh Deen Investments,CA,300,17,1,0,17,2,400000,300000
Bryan T Le DDS P.A.,TX,84,1,2,3,3,1,100000,50000
"Hon Yu, M. D., Inc.",CA,120,3,1,0,3,1,250000,187500
SOB Oil & Earthworks Company L,ME,84,5,2,0,5,2,40000,20000
Gust D. Tripois and Connie J.,MI,180,12,1,0,12,1,465000,348750
FGY Corporation,CA,120,13,1,7,20,1,500000,375000
"Prime Solutions, Inc.",CT,90,58,1,10,10,1,700000,525000
WEIDERT GROUP INCORPORATED,WI,60,12,1,1,12,1,35000,17500
"Terry's Business Affiliation,",MS,15,12,1,3,12,2,150000,127500
Ben Clymer's The Body Shop Per,CA,300,50,1,12,50,1,4540000,3405000
